start,end,date,deviceid,end_survey,audit,enumerator_id,province,district,village,settlement_name,iset_code,aggregate,location,intro,consent,ki_gender,ki_age,popn_note,iset_population,migrant_population,migrant_population.idp,migrant_population.prolong,migrant_population.protract,migrant_population.refugee,migrant_population.returnee,migrant_population.economic,migrant_population.nomad,idp_hhs,idp_indvl,prolonged_hhs,prolonged_indvl,protracted_hhs,protracted_indvl,idp_3mo_hhs,idp_prov_origin,idp_dist_origin,refugee_hhs,refugee_indvl,returnee_hhs,returnee_indvl,returnee_origin,returnee_paki_prov,returnee_iran_prov,returnee_3mo_hhs,recentreturn_challenge,recentreturn_challenge.country_return,recentreturn_challenge.age,recentreturn_challenge.health,recentreturn_challenge.other,recentreturn_challenge.none,recentreturn_challenge_other,economic_hhs,economic_indvl,nomad_hhs,nomad_indvl,host_hhs,host_indvl,vuln_note,disability,chronic_ill,elderly,female_hoh,ethnic_groups,ethnic_groups.aimaq,ethnic_groups.arab,ethnic_groups.baloch,ethnic_groups.hazara,ethnic_groups.nuristani,ethnic_groups.jat,ethnic_groups.jogi,ethnic_groups.pashtun,ethnic_groups.pashayee,ethnic_groups.tajik,ethnic_groups.turkmen,ethnic_groups.uzbek,ethnic_groups.other,ethnic_groups_other,five_years,relocate_plan,relocate_pushpull,relocate_pushpull.intimidate,relocate_pushpull.land_dispute,relocate_pushpull.no_work,relocate_pushpull.join_family,relocate_pushpull.better_security,relocate_pushpull.better_service,relocate_pushpull.other,relocate_pushpull.better_job,relocate_pushpull_other,covid_note,covid_aware,covid_concern,covid_prevent,covid_info,covid_info.government,covid_info.comm_leader,covid_info.un_ngo,covid_info.media,covid_info.text,covid_info.health_worker,covid_info.fam_friend,covid_info.other,covid_info_other,covid_safeprac,covid_safeprac.handwash,covid_safeprac.distancing,covid_safeprac.isolate,covid_safeprac.masks_ifsick,covid_safeprac.masks,covid_safeprac.no_face,covid_safeprac.no_gather,covid_safeprac.other,covid_safeprac.none,covid_safeprac_other,covid_action,covid_action.none,covid_action.stay_home,covid_action.isolate,covid_action.self_meds,covid_action.speak_leader,covid_action.pharm_hosp,covid_action.trad_healer,covid_action.other,covid_action.dont_know,covid_action_other,covid_discriminate,covid_discriminate.females,covid_discriminate.males,covid_discriminate.children,covid_discriminate.elderly,covid_discriminate.chronic_ill,covid_discriminate.disabled,covid_discriminate.returnee,covid_discriminate.minorities,covid_discriminate.other,covid_discriminate.none,covid_discriminate_other,discrimate_result,discrimate_result.evicted_hh,discrimate_result.evicted_iset,discrimate_result.denied_finance,discrimate_result.denied_services,discrimate_result.harrass_verbal,discrimate_result.harass_physical,discrimate_result.domestic_abuse,discrimate_result.other,discrimate_result_other,wash_note,water_point,water_point_no,tap_sanitize,wash_gbv,handwash_location,handwash_location.private,handwash_location.public_facility,handwash_location.public,handwash_location.open,handwash_location.other,handwash_location_other,handwash_device,handwash_device_other,soap_avail,time_handwash_meal,time_handwash_toilet,time_handwash_return,handwash_crowded,water_distance,water_source,water_source_other,water_barrier,water_barrier.busy,water_barrier.unpleasent,water_barrier.low_capacity,water_barrier.unsafe,water_barrier.distance,water_barrier.expensive,water_barrier.other,water_barrier.none,water_barrier_other,water_barrier_group,water_barrier_who,water_barrier_who.females,water_barrier_who.males,water_barrier_who.children,water_barrier_who.elderly,water_barrier_who.chronic_ill,water_barrier_who.disabled,water_barrier_who.returnee,water_barrier_who.minorities,water_barrier_who.other,water_barrier_who.none,water_barrier_who_other,health_note,health_distance,health_inaccess,health_inaccess.pharmacy,health_inaccess.travel,health_inaccess.trad_healer,health_inaccess.none,health_inaccess.other,health_inaccess_other,inaccess_distance,health_gbv,health_use_recent,health_use_satisfy,health_use_unsatisfy,health_use_unsatisfy.hours,health_use_unsatisfy.expensive,health_use_unsatisfy.drug_unavail,health_use_unsatisfy.staff_behave,health_use_unsatisfy.crowded,health_use_unsatisfy.other,health_use_unsatisfy.dont_know,health_use_unsatisfy.prefer_not,health_use_unsatisfy_other,health_barrier,health_barrier.where_confuse,health_barrier.cost_transport,health_barrier.cost_treat,health_barrier.cost_drugs,health_barrier.culture,health_barrier.safety,health_barrier.travel_time,health_barrier.centre_capacity,health_barrier.denied,health_barrier.other,health_barrier.none,health_barrier_other,health_barrier_group,health_barrier_who,health_barrier_who.females,health_barrier_who.males,health_barrier_who.children,health_barrier_who.elderly,health_barrier_who.chronic_ill,health_barrier_who.disabled,health_barrier_who.returnee,health_barrier_who.minorities,health_barrier_who.other,health_barrier_who.none,health_barrier_who_other,covid_coping,covid_coping.withdraw,covid_coping.angry,covid_coping.risky_behave,covid_coping.physical_ache,covid_coping.substance,covid_coping.none,covid_coping.other,covid_coping_other,mhpss_aware,mhpss_services,mhpss_services.comm_leader,mhpss_services.ngo,mhpss_services.comm_group,mhpss_services.clinical,mhpss_services.referrals,mhpss_services.other,mhpss_services_other,mhpss_use,mhpss_use_why,mhpss_use_why.service_hose,mhpss_use_why.treatment_iset,mhpss_use_why.staff_behave,mhpss_use_why.crowded,mhpss_use_why.other,mhpss_use_why.dont_know,mhpss_use_why.prefer_not,mhpss_use_why_other,mhpss_secondary,mhpss_secondary.more_gbv,mhpss_secondary.more_poverty,mhpss_secondary.health_issue,mhpss_secondary.comm_violence,mhpss_secondary.more_insecure,mhpss_secondary.no_ngo_access,mhpss_secondary.other,mhpss_secondary.none,mhpss_secondary_other,protection_note,safe_likert,safety_change,safety_gbv,move_free_m,move_why_m,move_why_m.harrass,move_why_m.culture_barrier,move_why_m.covid,move_why_m.no_document,move_why_m.unsafe,move_why_m.debt,move_why_m.other,move_why__m_other,move_free_f,move_why_f,move_why_f.harrass,move_why_f.culture_barrier,move_why_f.covid,move_why_f.no_document,move_why_f.unsafe,move_why_f.debt,move_why_f.other,move_why_f_other,host_relation,relocation,host_dispute,host_dispute_other,comm_represent,site_land,site_land_owner,site_land_owner_other,rent,eviction,eviction_why,eviction_why.rent,eviction_why.dispute_rent,eviction_why.dispute_own,eviction_why.dispute_other,eviction_why.dispute_host,eviction_why.private,eviction_why.other,eviction_why_other,eviction_threat,eviction_threat_other,eviction_threat_why,eviction_threat_why.local_auth,eviction_threat_why.government,eviction_threat_why.host_comm,eviction_threat_why.other,eviction_threat_why_other,shelter_note,shelter_type,shelter_type_other,accom,accom_other,tenure,tenure_written,tenure_written_other,hh_rooms,covid_shelter,covid_shelter_other,covid_sitespace,sim_card,fsl_note,livelihood,livelihood_other,work_change,unemploy_coping,unemploy_coping.spend_saving,unemploy_coping.sell_asset,unemploy_coping.borrow_debt,unemploy_coping.non_food_spend,unemploy_coping.rely_aid,unemploy_coping.sell_aid,unemploy_coping.begging,unemploy_coping.other,unemploy_coping.dont_know,unemploy_coping_other,market_walking,market_soldout,soldout_item,soldout_item.food,soldout_item.soap,soldout_item.hygiene,soldout_item.fuel,soldout_item.construct_mat,soldout_item.clothing,soldout_item.tarpaulin,soldout_item.buckets_hose,soldout_item.kitchen_mat,soldout_item.blanket,soldout_item.other,soldout_item_other,food_source,food_source.ngo,food_source.market_inside,food_source.market_outsided,food_source.own_production,food_source.family,food_source.other,food_source.dont_know,food_source_other,food_access,aid_provided,aid_type,aid_type.education,aid_type.food,aid_type.health,aid_type.livelihoods,aid_type.wash,aid_type.protection,aid_type.shelter,aid_type.nfi,aid_type.winter,aid_type.other,aid_type.cash,aid_type_other,aid_govt,aid_services,aid_services_other,edu_note,school_distance,school_closed,school_alternatives,school_alternatives.other_facility,school_alternatives.home_school,school_alternatives.other,school_alternatives.no,school_alternatives.dont_know,school_alt_other,thankyou,village_other,enumerator_uuid,iset_indvl,iset_hhs,gbv_incident,_id,_uuid,_submission_time,_validation_status,_index
2020-06-18T08:19:53.915+04:30,2020-06-18T09:02:19.086+04:30,44000,3.5926E+14,2020-06-18T09:02:19.086+04:30,,6,baghlan,pul_e_khumri,blok hay silo,block hay silo 2nd district,BGH_084,,prov_centre,,yes,male,40_49,,mixed,idp prolong protract returnee,1,1,1,0,1,0,0,20,120,30,180,150,900,30,baghlan,dahana_e_ghori,,,15,90,iran,,mazandaran,13,health,0,0,1,0,0,,,,,,5000,30000,,55,1500,1600,1500,aimaq hazara jogi pashtun tajik turkmen uzbek,1,0,0,1,0,0,1,1,0,1,1,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,media text fam_friend,0,0,0,1,1,0,1,0,,handwash distancing isolate masks_ifsick,1,1,1,1,0,0,0,0,0,,stay_home isolate self_meds,0,1,1,1,0,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,1,some,yes,private public,1,0,1,0,0,,sink,,yes,dont_know,yes,dont_know,no,yes,pipe,,unpleasent,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,none,0,0,0,0,0,0,0,0,0,0,1,,no,,,,,,,,,,,,,none,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,more_poverty,0,1,0,0,0,0,0,0,,,good,yes_increase,yes_increase,yes,,,,,,,,,,yes,,,,,,,,,,neutral,no,police,,yes,yes,private,,yes,yes,rent,1,0,0,0,0,0,0,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,3,none,,,yes,,business,,part_stop,spend_saving sell_asset borrow_debt,1,1,1,0,0,0,0,0,0,,yes,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,no,no,,,,,,,,,,,,,,no,,,,yes,yes,other_facility home_school,1,1,0,0,0,,,,,,,,105208132,795420e1-ffd4-4d94-8bea-bbce543abc69,2020-06-18T08:55:06,,1407
2020-06-18T09:21:40.922+04:30,2020-06-18T09:56:38.329+04:30,44000,3.5926E+14,2020-06-18T09:56:38.330+04:30,,6,baghlan,doshi,dosti ha,dosti ha,BGH_085,,suburb,,yes,male,60_69,,mixed,returnee,0,0,0,0,1,0,0,,,,,,,,,,,,5,30,iran,,kerman,5,none,0,0,0,0,1,,,,,,1000,6000,,70,70,120,60,pashtun tajik,0,0,0,0,0,0,0,1,0,1,0,0,0,,yes,no,,,,,,,,,,,,yes,yes,yes,media text fam_friend,0,0,0,1,1,0,1,0,,handwash distancing isolate masks_ifsick,1,1,1,1,0,0,0,0,0,,stay_home isolate self_meds,0,1,1,1,0,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,50,some,yes,private public,1,0,1,0,0,,sink,,yes,yes,yes,yes,no,yes,pump_public,,none,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_transport,0,1,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,none,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,more_poverty,0,1,0,0,0,0,0,0,,,neutral,yes_decrease,yes_decrease,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,no,no,,,,,,,,,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,3,relocate,,,yes,,farm_crop,,no_stop,spend_saving sell_asset,1,1,0,0,0,0,0,0,0,,no_further,no,,,,,,,,,,,,,,market_outsided,0,0,1,0,0,0,0,,no,no,,,,,,,,,,,,,,no,,,,yes,yes,home_school,0,1,0,0,0,,,,,,,,105208134,b37ada86-96d7-4a1a-9c35-0a96c7f680ac,2020-06-18T08:55:08,,1408
2020-06-18T11:59:52.467+04:30,2020-06-18T12:42:21.485+04:30,44000,3.5926E+14,2020-06-18T12:42:21.485+04:30,,6,baghlan,burka,mamor ghafar,madrasa shahr naw shori,BGH_086,,dist_centre,,yes,male,60_69,,mixed,prolong protract returnee,0,1,1,0,1,0,0,,,15,90,25,150,,,,,,10,55,iran,,kerman,0,,,,,,,,,,,,300,1800,,40,35,200,40,tajik uzbek,0,0,0,0,0,0,0,0,0,1,0,1,0,,yes,no,,,,,,,,,,,,yes,yes,yes,government comm_leader media text health_worker fam_friend,1,1,0,1,1,1,1,0,,handwash distancing isolate masks_ifsick,1,1,1,1,0,0,0,0,0,,stay_home isolate self_meds pharm_hosp,0,1,1,1,0,1,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,1,dont_know,dont_know,private,1,0,0,0,0,,,,yes,dont_know,yes,dont_know,,no_further,pipe,,unpleasent low_capacity distance,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,yes,no,drug_unavail crowded,0,0,1,0,1,0,0,0,,cost_treat cost_drugs centre_capacity,0,0,1,1,0,0,0,1,0,0,0,,yes,females males children elderly chronic_ill disabled returnee,1,1,1,1,1,1,1,0,0,0,,none,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,more_poverty,0,1,0,0,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,no,yes,rent,1,0,0,0,0,0,0,,no,,,,,,,,,mud,,own_document,,written,tenure_doc,,2,none,,,yes,,unskilled,,part_stop,sell_asset borrow_debt begging,0,1,1,0,0,0,1,0,0,,no_further,no,,,,,,,,,,,,,,market_outsided,0,0,1,0,0,0,0,,no,yes,food,0,1,0,0,0,0,0,0,0,0,0,,no,,,,yes,yes,other_facility,1,0,0,0,0,,,,,,,,105208147,dd874806-b794-42f8-95bc-74c08c102ba8,2020-06-18T08:55:16,,1411
2020-06-17T09:17:28.706+04:30,2020-06-17T09:49:58.774+04:30,43999,3.59775E+14,2020-06-17T09:49:58.774+04:30,,8,baghlan,burka,pahlawan tash,shoray balshi,BGH_087,,dist_centre,suburb,yes,male,40_49,,mixed,returnee,0,0,0,0,1,0,0,,,,,,,,,,,,100,800,iran,,fars,30,none,0,0,0,0,1,,,,,,315,1500,,30,40,60,25,uzbek turkmen tajik,0,0,0,0,0,0,0,0,0,1,1,1,0,,no,no,,,,,,,,,,,,yes,yes,yes,text health_worker comm_leader,0,1,0,0,1,1,0,0,,handwash isolate,1,0,1,0,0,0,0,0,0,,isolate pharm_hosp,0,0,1,0,0,1,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,1,no,yes,private,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,well_protect,,busy low_capacity,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,no_further,,,,,,,,,yes,no,no,expensive drug_unavail crowded,0,1,1,0,1,0,0,0,,cost_transport cost_drugs centre_capacity,0,1,0,1,0,0,0,1,0,0,0,,yes,elderly chronic_ill disabled,0,0,0,1,1,1,0,0,0,0,,none,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,more_poverty,0,1,0,0,0,0,0,0,,,good,yes_decrease,yes_decrease,yes,,,,,,,,,,yes,,,,,,,,,,positive,yes,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,rent,,verbal,,,2,tools,,no,yes,,unskilled,,part_stop,borrow_debt,0,0,1,0,0,0,0,0,0,,no_further,yes,food,1,0,0,0,0,0,0,0,0,0,0,,market_outsided,0,0,1,0,0,0,0,,no,no,,,,,,,,,,,,,,yes,info_comm,,,no_further,yes,no,0,0,0,1,0,,,,,,,,105039916,9dd1a78b-c6db-4d56-b8f7-d8c95c462870,2020-06-17T12:27:40,,1278
2020-06-16T14:44:11.521+04:30,2020-06-16T15:46:40.832+04:30,43998,3.59976E+14,2020-06-16T15:46:40.833+04:30,,4,bamyan,bamyan,Petab laghman,Petab laghman,BMN_001,,prov_centre,,yes,male,40_49,,discrete,prolong returnee,0,1,0,0,1,0,0,,,220,1540,,,,,,,,80,560,iran,,kerman,10,none,0,0,0,0,1,,,,,,,,,20,50,100,50,hazara tajik,0,0,0,1,0,0,0,0,0,1,0,0,0,,yes,no,,,,,,,,,,,,yes,yes,yes,media health_worker un_ngo,0,0,1,1,0,1,0,0,,handwash distancing no_gather,1,1,0,0,0,0,1,0,0,,self_meds,0,0,0,1,0,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,1,no,yes,private,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,trucking,,none,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,no_none,travel,0,1,0,0,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,more_poverty more_gbv,1,1,0,0,0,0,0,0,,,good,no_change,no_change,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,government,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,own_no_document,,written,safayee,,2,tent,,yes,yes,,farm_crop,,no_stop,spend_saving sell_asset,1,1,0,0,0,0,0,0,0,,no_further,no,,,,,,,,,,,,,,market_outsided,0,0,1,0,0,0,0,,yes,yes,food,0,1,0,0,0,0,0,0,0,0,0,,no,,,,yes,yes,no,0,0,0,1,0,,,,,,,,104810573,5addbab2-d7b1-47d4-8c92-196589f95de6,2020-06-16T13:22:28,,1131
2020-05-20T09:43:44.426+04:30,2020-05-20T10:08:10.999+04:30,43971,3.56259E+14,2020-05-20T10:08:10.999+04:30,,11,farah,bala_buluk,Fararod Dawlat Abad,frahrod dawlat abad,FRH_001,,rural,,yes,male,40_49,,mixed,prolong,0,1,0,0,0,0,0,,,25,220,,,,,,,,,,,,,,,,,,,,,,,,,40,285,,5,3,8,5,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,yes,no,,,,,,,,,,,,yes,dont_know,yes,fam_friend health_worker,0,0,0,0,0,1,1,0,,no_gather,0,0,0,0,0,0,1,0,0,,pharm_hosp,0,0,0,0,0,1,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,no_further,,,,open,0,0,0,1,0,,,,no,yes,yes,dont_know,,no_further,surface,,distance,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_drugs centre_capacity,0,0,0,1,0,0,0,1,0,0,0,,no,,,,,,,,,,,,,none,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,more_poverty,0,1,0,0,0,0,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,negative,no,imam,,yes,yes,private,,no,no,,,,,,,,,,no,,,,,,,,,tent,,free_permiss,,verbal,,,1,tent,,no,yes,,unskilled,,full_stop,rely_aid borrow_debt begging,0,0,1,0,1,0,1,0,0,,no_further,yes,food,1,0,0,0,0,0,0,0,0,0,0,,market_outsided,0,0,1,0,0,0,0,,no,yes,education food health,1,1,1,0,0,0,0,0,0,0,0,,yes,info_comm,,,yes,yes,no,0,0,0,1,0,,,,,,,,99899783,f25f0084-63d2-48d7-b293-4c57cb70c612,2020-05-20T11:42:26,,397
2020-05-21T16:04:26.323+04:30,2020-05-21T16:32:11.226+04:30,43972,3.56259E+14,2020-05-21T16:32:11.226+04:30,,11,farah,qala_e_kah,Qala Friadoon,qala faridon,FRH_005,,rural,,yes,male,18_29,,mixed,protract,0,0,1,0,0,0,0,,,,,120,650,,,,,,,,,,,,,,,,,,,,,,,750,900,,13,5,45,25,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,no,no,,,,,,,,,,,,part,dont_know,part,un_ngo fam_friend,0,0,1,0,0,0,1,0,,isolate no_gather,0,0,1,0,0,0,1,0,0,,pharm_hosp trad_healer isolate,0,0,1,0,0,1,1,0,0,,males,0,1,0,0,0,0,0,0,0,0,,domestic_abuse,0,0,0,0,0,0,1,0,,,yes,30,no,yes,private open public,1,0,1,1,0,,sink,,no,yes,yes,yes,no,yes,pump_public,,none,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,none,0,0,0,0,0,0,0,0,0,0,1,,no,,,,,,,,,,,,,physical_ache,0,0,0,1,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very_poor,yes_increase,yes_increase,no,unsafe,0,0,0,0,1,0,0,,no,unsafe,0,0,0,0,1,0,0,,neutral,no,imam,,yes,yes,government,,no,no,,,,,,,,,,no,,,,,,,,,mud,,free_permiss,,verbal,,,2,relocate,,,yes,,unskilled,,full_stop,borrow_debt rely_aid non_food_spend spend_saving sell_asset,1,1,1,1,1,0,0,0,0,,yes,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,yes,yes,health,0,0,1,0,0,0,0,0,0,0,0,,yes,info_comm,,,yes,yes,no,0,0,0,1,0,,,,,,,,100485235,82a5571b-11fb-4133-8782-98d2e2631060,2020-05-21T12:39:27,,575
2020-05-18T17:31:04.693+04:30,2020-05-18T18:00:13.649+04:30,43969,3.56259E+14,2020-05-18T18:00:13.649+04:30,,11,farah,bala_buluk,Fararod,bakhsh abad,FRH_006,,rural,,yes,male,30_39,,mixed,protract,0,0,1,0,0,0,0,,,,,100,560,,,,,,,,,,,,,,,,,,,,,,,500,2200,,4,2,25,5,pashtun,0,0,0,0,0,0,0,1,0,0,0,0,0,,no,no,,,,,,,,,,,,yes,no,part,un_ngo text health_worker,0,0,1,0,1,1,0,0,,handwash isolate no_face no_gather,1,0,1,0,0,1,1,0,0,,speak_leader self_meds,0,0,0,1,1,0,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,5,no,yes,private open public,1,0,1,1,0,,buckets_hose,,no,yes,yes,yes,no,yes,pump_public,,none,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_drugs cost_treat,0,0,1,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,none,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,more_poverty more_gbv comm_violence more_insecure,1,1,0,1,1,0,0,0,,,very_poor,yes_increase,yes_increase,no,unsafe debt,0,0,0,0,1,1,0,,no,unsafe,0,0,0,0,1,0,0,,prefer_not,no,imam,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,tent,,rent,,verbal,,,1,tent,,no,dont_know,,unskilled,,full_stop,borrow_debt begging spend_saving,1,0,1,0,0,0,1,0,0,,yes,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,no,yes,food health nfi shelter,0,1,1,0,0,0,1,1,0,0,0,,yes,info_comm,,,yes,no,,,,,,,,,,,,,,99445180,33c5005f-7922-4cb2-b6d9-b3ee5c2ad6bd,2020-05-18T13:48:39,,189
2020-05-18T08:42:52.671+04:30,2020-05-18T09:37:38.592+04:30,43969,3.54471E+14,2020-05-18T09:37:38.593+04:30,,7,faryab,maymana,Bibi  aina,akher bibiaina,FYB_001,,prov_centre,,yes,male,40_49,,discrete,idp prolong protract,1,1,1,0,0,0,0,40,200,110,550,50,250,20,faryab,pashtun_kot,,,,,,,,,,,,,,,,,,,,,,,12,10,300,25,aimaq uzbek,1,0,0,0,0,0,0,0,0,0,0,1,0,,no,no,,,,,,,,,,,,yes,yes,yes,comm_leader media text fam_friend,0,1,0,1,1,0,1,0,,handwash distancing isolate masks_ifsick no_face no_gather,1,1,1,1,0,1,1,0,0,,isolate speak_leader pharm_hosp,0,0,1,0,1,1,0,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,1,no,yes,private,1,0,0,0,0,,,,yes,yes,yes,yes,,yes,pump_private,,none,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_drugs safety,0,0,0,1,0,1,0,0,0,0,0,,no,,,,,,,,,,,,,substance,0,0,0,0,1,0,0,,no,,,,,,,,,,,,,,,,,,,more_poverty health_issue no_ngo_access more_insecure,0,1,1,0,1,1,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,rent,,written,rent_agree,,1,tools,,no,yes,,unskilled,,full_stop,borrow_debt sell_asset non_food_spend begging,0,1,1,1,0,0,1,0,0,,yes,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,no,no,,,,,,,,,,,,,,yes,info_comm,,,yes,yes,no,0,0,0,1,0,,,,,,,,99417164,0a43c4ec-777b-48c4-8aa0-400dc9112d3d,2020-05-18T12:25:16,,155
2020-05-18T09:42:33.101+04:30,2020-05-18T15:08:25.396+04:30,43969,3.54471E+14,2020-05-18T15:08:25.397+04:30,,7,faryab,maymana,Baloch khana,baloch khana,FYB_002,,prov_centre,,yes,male,30_39,,mixed,idp prolong protract returnee economic,1,1,1,0,1,1,0,20,140,20,140,120,850,5,faryab,pashtun_kot,,,8,64,iran,,khorasan,0,,,,,,,,100,800,,,100,750,,30,80,120,25,uzbek tajik turkmen pashtun hazara aimaq baloch arab,1,1,1,1,0,0,0,1,0,1,1,1,0,,no,no,,,,,,,,,,,,yes,yes,yes,text media comm_leader fam_friend government health_worker,1,1,0,1,1,1,1,0,,handwash distancing isolate masks_ifsick no_gather,1,1,1,1,0,0,1,0,0,,isolate pharm_hosp trad_healer,0,0,1,0,0,1,1,0,0,,none,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,yes,3,some,no,private,1,0,0,0,0,,,,no,yes,yes,yes,,yes,pipe,,busy unpleasent low_capacity expensive,1,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,cost_drugs safety,0,0,0,1,0,1,0,0,0,0,0,,no,,,,,,,,,,,,,physical_ache,0,0,0,1,0,0,0,,yes,comm_leader comm_group clinical,1,0,1,1,0,0,,yes,,,,,,,,,,more_gbv health_issue more_poverty no_ngo_access,1,1,1,0,0,1,0,0,,,very_good,,,yes,,,,,,,,,,yes,,,,,,,,,,positive,no,comm_leader,,yes,yes,private,,yes,no,,,,,,,,,,no,,,,,,,,,mud,,rent,,written,rent_agree,,2,tools,,no,yes,,business,,full_stop,sell_asset borrow_debt begging non_food_spend,0,1,1,1,0,0,1,0,0,,yes,no,,,,,,,,,,,,,,market_inside,0,1,0,0,0,0,0,,yes,no,,,,,,,,,,,,,,no,,,,yes,yes,no,0,0,0,1,0,,,,,,,,99417193,3785d3a5-df06-4724-8f79-f036d27704ab,2020-05-18T12:25:22,,156
